Episode,Score,Success,Fish,Difficulty,Behavior,Episode_Length,Epsilon,Win_Streak,Avg_Score_100,Win_Rate_100,Easy_Success_Rate,Medium_Success_Rate,Hard_Success_Rate
2499,73.14,1,Largemouth Bass,50,mixed,333,0.1709,5,74.27,94.0,97.3,98.8,74.1
2500,95.35,1,Slimejack,55,dart,525,0.1709,6,74.35,94.0,97.3,98.8,74.1
2501,91.97,1,Slimejack,55,dart,520,0.1708,7,74.72,94.0,97.3,98.8,74.1
2502,47.14,1,Herring,25,dart,330,0.1708,8,74.02,94.0,97.3,98.8,74.1
2503,128.64,1,Pufferfish,80,floater,873,0.1708,9,74.10,94.0,97.3,98.8,74.2
2504,94.04,1,Pike,60,dart,445,0.1708,10,74.19,94.0,97.3,98.8,74.2
2505,78.60,1,Bullhead,46,smooth,323,0.1707,11,73.96,94.0,97.3,98.8,74.2
2506,60.33,1,Chub,35,dart,320,0.1707,12,73.96,94.0,97.3,98.8,74.2
2507,110.19,1,Eel,70,smooth,325,0.1707,13,74.25,94.0,97.3,98.8,74.2
2508,77.21,1,Bullhead,46,smooth,325,0.1707,14,74.70,94.0,97.3,98.8,74.2
2509,38.22,0,Ice Pip,85,dart,882,0.1707,0,74.29,94.0,97.3,98.8,74.0
2510,85.20,1,Slimejack,55,dart,338,0.1706,1,74.82,94.0,97.3,98.8,74.0
2511,53.75,1,Anchovy,30,dart,323,0.1706,2,74.61,94.0,97.3,98.8,74.0
2512,49.45,1,Smallmouth Bass,28,mixed,330,0.1706,3,74.13,94.0,97.3,98.8,74.0
2513,130.22,1,Sturgeon,78,mixed,430,0.1706,4,74.77,94.0,97.3,98.8,74.1
2514,-18.23,0,Pufferfish,80,floater,320,0.1705,0,74.99,94.0,97.3,98.8,73.9
2515,68.29,1,Red Snapper,40,mixed,330,0.1705,1,74.85,94.0,97.3,98.8,73.9
2516,11.72,0,Scorpion Carp,90,dart,609,0.1705,0,74.34,94.0,97.3,98.8,73.7
2517,108.20,1,Eel,70,smooth,320,0.1705,1,74.67,94.0,97.3,98.8,73.7
2518,130.40,1,Void Salmon,80,mixed,328,0.1705,2,76.07,95.0,97.3,98.8,73.8
2519,33.02,1,Carp,15,mixed,363,0.1704,3,76.70,96.0,97.3,98.8,73.8
2520,60.17,1,Perch,35,dart,328,0.1704,4,76.74,96.0,97.3,98.8,73.8
2521,135.09,1,Catfish,75,mixed,668,0.1704,5,77.09,96.0,97.3,98.8,73.8
2522,83.22,1,Goby,55,dart,380,0.1704,6,77.37,96.0,97.3,98.8,73.8
2523,92.28,1,Pike,60,dart,320,0.1703,7,77.60,96.0,97.3,98.8,73.8
2524,91.30,1,Midnight Carp,55,mixed,328,0.1703,8,77.34,96.0,97.3,98.8,73.8
2525,86.84,1,Lionfish,50,smooth,328,0.1703,9,77.12,96.0,97.3,98.9,73.8
2526,85.22,1,Salmon,50,mixed,328,0.1703,10,77.67,96.0,97.3,98.9,73.8
2527,110.44,1,Tuna,70,smooth,318,0.1703,11,78.02,96.0,97.3,98.9,73.8
2528,63.30,1,Perch,35,dart,333,0.1702,12,78.04,96.0,97.3,98.9,73.8
2529,142.11,1,Lava Eel,90,mixed,468,0.1702,13,78.58,96.0,97.3,98.9,73.9
2530,85.63,1,Tilapia,50,mixed,333,0.1702,14,78.67,96.0,97.3,98.9,73.9
2531,53.25,1,Sardine,30,dart,355,0.1702,15,78.12,96.0,97.3,98.9,73.9
2532,73.89,1,Walleye,45,smooth,330,0.1701,16,78.14,96.0,97.3,98.9,73.9
2533,133.28,1,Stingray,80,sinker,535,0.1701,17,78.41,96.0,97.3,98.9,74.0
2534,82.30,1,Halibut,50,sinker,355,0.1701,18,78.40,96.0,97.3,98.9,74.0
2535,54.87,1,Sunfish,30,mixed,343,0.1701,19,78.40,96.0,97.3,98.9,74.0
2536,-33.98,0,Pufferfish,80,floater,202,0.1701,0,77.60,95.0,97.3,98.9,73.8
2537,95.67,1,Stonefish,65,sinker,318,0.1700,1,77.39,95.0,97.3,98.9,73.8
2538,140.16,1,Catfish,75,mixed,580,0.1700,2,77.95,95.0,97.3,98.9,73.8
2539,30.86,1,Carp,15,mixed,343,0.1700,3,77.65,95.0,97.3,98.9,73.8
2540,67.04,1,Red Snapper,40,mixed,345,0.1700,4,77.71,95.0,97.3,98.9,73.8
2541,68.39,1,Sea Cucumber,40,sinker,348,0.1699,5,77.54,95.0,97.3,98.9,73.8
2542,-30.53,0,Lava Eel,90,mixed,250,0.1699,0,76.34,94.0,97.3,98.9,73.7
2543,67.39,1,Red Snapper,40,mixed,343,0.1699,1,76.13,94.0,97.3,98.9,73.7
2544,113.17,1,Pufferfish,80,floater,648,0.1699,2,76.38,94.0,97.3,98.9,73.7
2545,77.49,1,Bullhead,46,smooth,325,0.1699,3,76.10,94.0,97.3,98.9,73.7
2546,65.72,1,Red Snapper,40,mixed,325,0.1698,4,75.81,94.0,97.3,98.9,73.7
2547,51.20,1,Anchovy,30,dart,328,0.1698,5,75.69,94.0,97.3,98.9,73.7
2548,123.93,1,Lingcod,85,mixed,323,0.1698,6,75.68,94.0,97.3,98.9,73.8
2549,90.05,1,Blue Discus,60,dart,410,0.1698,7,76.94,95.0,97.3,98.9,73.8
2550,125.70,1,Super Cucumber,80,sinker,445,0.1697,8,77.69,95.0,97.3,98.9,73.8
2551,100.86,1,Sandfish,65,mixed,355,0.1697,9,78.03,95.0,97.3,98.9,73.8
2552,121.20,1,Stingray,80,sinker,313,0.1697,10,78.61,95.0,97.3,98.9,73.9
2553,128.35,1,Stingray,80,sinker,503,0.1697,11,79.08,95.0,97.3,98.9,74.0
2554,81.65,1,Goby,55,dart,330,0.1697,12,79.18,95.0,97.3,98.9,74.0
2555,97.76,1,Stonefish,65,sinker,305,0.1696,13,79.60,95.0,97.3,98.9,74.0
2556,116.52,1,Catfish,75,mixed,323,0.1696,14,79.80,95.0,97.3,98.9,74.0
2557,52.57,1,Smallmouth Bass,28,mixed,363,0.1696,15,79.76,95.0,97.3,98.9,74.0
2558,62.20,1,Bream,35,smooth,348,0.1696,16,79.52,95.0,97.3,98.9,74.0
2559,52.85,1,Sardine,30,dart,335,0.1695,17,79.53,95.0,97.3,98.9,74.0
2560,58.98,1,Perch,35,dart,325,0.1695,18,79.59,95.0,97.3,98.9,74.0
2561,58.34,1,Perch,35,dart,335,0.1695,19,79.11,95.0,97.3,98.9,74.0
2562,90.05,1,Pike,60,dart,325,0.1695,20,79.51,95.0,97.3,98.9,74.0
2563,96.38,1,Goby,55,dart,460,0.1695,21,79.48,95.0,97.3,98.9,74.0
2564,109.74,1,Goby,55,dart,685,0.1694,22,79.15,95.0,97.3,98.9,74.0
2565,45.99,1,Herring,25,dart,325,0.1694,23,78.98,95.0,97.3,98.9,74.0
2566,74.87,1,Bullhead,46,smooth,323,0.1694,24,78.88,95.0,97.3,98.9,74.0
2567,26.13,1,Carp,15,mixed,338,0.1694,25,78.61,95.0,97.3,98.9,74.0
2568,60.39,1,Chub,35,dart,323,0.1693,26,78.52,95.0,97.3,98.9,74.0
2569,-34.89,0,Ice Pip,85,dart,207,0.1693,0,77.26,94.0,97.3,98.9,73.9
2570,76.81,1,Bullhead,46,smooth,328,0.1693,1,77.17,94.0,97.3,98.9,73.9
2571,89.03,1,Slimejack,55,dart,323,0.1693,2,76.71,94.0,97.3,98.9,73.9
2572,52.34,1,Anchovy,30,dart,325,0.1692,3,75.71,94.0,97.3,98.9,73.9
2573,52.72,1,Anchovy,30,dart,330,0.1692,4,75.53,94.0,97.3,98.9,73.9
2574,133.74,1,Lava Eel,90,mixed,410,0.1692,5,76.33,94.0,97.3,98.9,73.9
2575,56.55,1,Perch,35,dart,318,0.1692,6,76.15,94.0,97.3,98.9,73.9
2576,78.76,1,Halibut,50,sinker,320,0.1692,7,75.77,94.0,97.3,98.9,73.9
2577,104.85,1,Sandfish,65,mixed,315,0.1691,8,76.22,94.0,97.3,98.9,73.9
2578,77.24,1,Salmon,50,mixed,343,0.1691,9,77.20,95.0,97.3,98.9,73.9
2579,130.90,1,Super Cucumber,80,sinker,408,0.1691,10,77.61,95.0,97.3,98.9,74.0
2580,75.97,1,Walleye,45,smooth,353,0.1691,11,77.53,95.0,97.3,98.9,74.0
2581,90.04,1,Red Mullet,55,smooth,318,0.1690,12,77.84,95.0,97.3,98.9,74.0
2582,91.29,1,Pike,60,dart,330,0.1690,13,77.94,95.0,97.3,98.9,74.0
2583,59.44,1,Perch,35,dart,320,0.1690,14,77.52,95.0,97.3,98.9,74.0
2584,126.19,1,Stingray,80,sinker,820,0.1690,15,77.70,95.0,97.3,98.9,74.0
2585,117.62,1,Sandfish,65,mixed,475,0.1690,16,77.97,95.0,97.3,98.9,74.0
2586,51.75,1,Sunfish,30,mixed,320,0.1689,17,78.19,95.0,97.3,98.9,74.0
2587,94.70,1,Blue Discus,60,dart,333,0.1689,18,78.30,95.0,97.3,98.9,74.0
2588,106.77,1,Blue Discus,60,dart,600,0.1689,19,77.80,95.0,97.3,98.9,74.0
2589,81.80,1,Flounder,50,sinker,323,0.1689,20,78.02,95.0,97.3,98.9,74.0
2590,81.20,1,Halibut,50,sinker,320,0.1688,21,77.90,95.0,97.3,98.9,74.0
2591,-28.46,0,Ice Pip,85,dart,310,0.1688,0,76.62,94.0,97.3,98.9,73.9
2592,133.68,1,Dorado,78,mixed,493,0.1688,1,77.23,94.0,97.3,98.9,73.9
2593,67.18,1,Sea Cucumber,40,sinker,333,0.1688,2,77.25,94.0,97.3,98.9,73.9
2594,69.98,1,Shad,45,smooth,330,0.1687,3,78.32,95.0,97.3,98.9,73.9
2595,130.34,1,Void Salmon,80,mixed,455,0.1687,4,78.74,95.0,97.3,98.9,74.0
2596,-25.40,0,Lava Eel,90,mixed,349,0.1687,0,77.68,94.0,97.3,98.9,73.8
2597,29.28,1,Carp,15,mixed,338,0.1687,1,76.71,94.0,97.3,98.9,73.8
2598,74.43,1,Walleye,45,smooth,323,0.1687,2,77.13,94.0,97.3,98.9,73.8
2599,67.22,1,Sea Cucumber,40,sinker,325,0.1686,3,77.07,94.0,97.3,98.9,73.8
2600,70.23,1,Bullhead,46,smooth,330,0.1686,4,76.82,94.0,97.3,98.9,73.8
2601,116.45,1,Void Salmon,80,mixed,438,0.1686,5,77.06,94.0,97.3,98.9,73.9
2602,81.38,1,Tilapia,50,mixed,330,0.1686,6,77.41,94.0,97.3,98.9,73.9
2603,51.51,1,Sunfish,30,mixed,330,0.1685,7,76.64,94.0,97.3,98.9,73.9
2604,62.25,1,Bream,35,smooth,340,0.1685,8,76.32,94.0,97.3,98.9,73.9
2605,66.88,1,Sea Cucumber,40,sinker,338,0.1685,9,76.20,94.0,97.3,98.9,73.9
2606,53.39,1,Anchovy,30,dart,328,0.1685,10,76.13,94.0,97.3,98.9,73.9
2607,59.69,1,Perch,35,dart,323,0.1685,11,75.63,94.0,97.3,98.9,73.9
2608,61.67,1,Chub,35,dart,333,0.1684,12,75.47,94.0,97.3,98.9,73.9
2609,77.23,1,Walleye,45,smooth,335,0.1684,13,75.86,94.0,97.3,98.9,73.9
2610,51.80,1,Anchovy,30,dart,335,0.1684,14,75.53,94.0,97.3,98.9,73.9
2611,139.88,1,Dorado,78,mixed,530,0.1684,15,76.39,94.0,97.3,98.9,73.9
2612,115.84,1,Super Cucumber,80,sinker,315,0.1683,16,77.05,94.0,97.3,98.9,74.0
2613,67.26,1,Red Snapper,40,mixed,403,0.1683,17,76.42,94.0,97.3,98.9,74.0
2614,82.10,1,Largemouth Bass,50,mixed,353,0.1683,18,77.43,95.0,97.3,98.9,74.0
2615,93.97,1,Tuna,70,smooth,338,0.1683,19,77.68,95.0,97.3,98.9,74.0
2616,62.63,1,Perch,35,dart,340,0.1682,20,78.19,95.0,97.4,98.9,74.0
2617,86.70,1,Pike,60,dart,345,0.1682,21,77.98,95.0,97.4,98.9,74.0
2618,50.49,1,Smallmouth Bass,28,mixed,320,0.1682,22,77.18,95.0,97.4,98.9,74.0
2619,-12.08,0,Ice Pip,85,dart,455,0.1682,0,76.73,94.0,97.4,98.9,73.8
2620,88.17,1,Midnight Carp,55,mixed,325,0.1682,1,77.01,94.0,97.4,98.9,73.8
2621,80.69,1,Halibut,50,sinker,328,0.1681,2,76.46,94.0,97.4,98.9,73.8
2622,127.24,1,Void Salmon,80,mixed,405,0.1681,3,76.90,94.0,97.4,98.9,73.9
2623,99.72,1,Blue Discus,60,dart,368,0.1681,4,76.98,94.0,97.4,98.9,73.9
2624,104.06,1,Sandfish,65,mixed,430,0.1681,5,77.10,94.0,97.4,98.9,73.9
2625,79.27,1,Woodskip,50,mixed,330,0.1680,6,77.03,94.0,97.4,98.9,73.9
2626,122.94,1,Void Salmon,80,mixed,395,0.1680,7,77.41,94.0,97.4,98.9,74.0
2627,165.00,1,Lava Eel,90,mixed,623,0.1680,8,77.95,94.0,97.4,98.9,74.0
2628,114.07,1,Eel,70,smooth,365,0.1680,9,78.46,94.0,97.4,98.9,74.0
2629,80.56,1,Bullhead,46,smooth,340,0.1679,10,77.84,94.0,97.4,98.9,74.0
2630,82.07,1,Slimejack,55,dart,323,0.1679,11,77.81,94.0,97.4,98.9,74.0
2631,79.77,1,Salmon,50,mixed,325,0.1679,12,78.07,94.0,97.4,98.9,74.0
2632,58.63,1,Perch,35,dart,320,0.1679,13,77.92,94.0,97.4,98.9,74.0
2633,83.02,1,Ghostfish,50,mixed,328,0.1679,14,77.42,94.0,97.4,98.9,74.0
2634,110.92,1,Stingray,80,sinker,308,0.1678,15,77.70,94.0,97.4,98.9,74.1
2635,-17.53,0,Pufferfish,80,floater,379,0.1678,0,76.98,93.0,97.4,98.9,73.9
2636,61.44,1,Red Snapper,40,mixed,320,0.1678,1,77.93,94.0,97.4,98.9,73.9
2637,92.31,1,Red Mullet,55,smooth,335,0.1678,2,77.90,94.0,97.4,98.9,73.9
2638,142.09,1,Octopus,95,sinker,453,0.1677,3,77.92,94.0,97.4,98.9,74.0
2639,110.59,1,Eel,70,smooth,328,0.1677,4,78.72,94.0,97.4,98.9,74.0
2640,52.30,1,Sunfish,30,mixed,338,0.1677,5,78.57,94.0,97.4,98.9,74.0
2641,68.18,1,Sea Cucumber,40,sinker,328,0.1677,6,78.57,94.0,97.4,98.9,74.0
2642,33.06,1,Carp,15,mixed,395,0.1676,7,79.20,95.0,97.4,98.9,74.0
2643,78.95,1,Goby,55,dart,320,0.1676,8,79.32,95.0,97.4,98.9,74.0
2644,122.40,1,Catfish,75,mixed,510,0.1676,9,79.41,95.0,97.4,98.9,74.0
2645,62.32,1,Bream,35,smooth,330,0.1676,10,79.26,95.0,97.4,98.9,74.0
2646,104.01,1,Stonefish,65,sinker,408,0.1676,11,79.64,95.0,97.4,98.9,74.0
2647,124.32,1,Catfish,75,mixed,438,0.1675,12,80.37,95.0,97.4,98.9,74.1
2648,48.94,1,Smallmouth Bass,28,mixed,333,0.1675,13,79.62,95.0,97.4,98.9,74.1
2649,49.03,1,Smallmouth Bass,28,mixed,323,0.1675,14,79.21,95.0,97.4,98.9,74.1
2650,112.26,1,Eel,70,smooth,378,0.1675,15,79.08,95.0,97.4,98.9,74.1
2651,-24.15,0,Sturgeon,78,mixed,322,0.1674,0,77.83,94.0,97.4,98.9,73.9
2652,97.88,1,Sandfish,65,mixed,328,0.1674,1,77.60,94.0,97.4,98.9,73.9
2653,55.09,1,Sunfish,30,mixed,325,0.1674,2,76.86,94.0,97.4,98.9,73.9
2654,93.13,1,Blue Discus,60,dart,333,0.1674,3,76.98,94.0,97.4,98.9,73.9
2655,58.57,1,Chub,35,dart,323,0.1673,4,76.59,94.0,97.4,98.9,73.9
2656,76.21,1,Shad,45,smooth,323,0.1673,5,76.18,94.0,97.4,98.9,73.9
2657,80.46,1,Slimejack,55,dart,395,0.1673,6,76.46,94.0,97.4,98.9,73.9
2658,159.80,1,Lava Eel,90,mixed,715,0.1673,7,77.44,94.0,97.4,98.9,74.0
2659,68.11,1,Red Snapper,40,mixed,325,0.1673,8,77.59,94.0,97.4,98.9,74.0
2660,74.32,1,Walleye,45,smooth,320,0.1672,9,77.74,94.0,97.4,98.9,74.0
2661,65.28,1,Bream,35,smooth,380,0.1672,10,77.81,94.0,97.4,98.9,74.0
2662,135.70,1,Pufferfish,80,floater,700,0.1672,11,78.27,94.0,97.4,98.9,74.0
2663,97.47,1,Stonefish,65,sinker,323,0.1672,12,78.28,94.0,97.4,98.9,74.0
2664,96.50,1,Albacore,60,mixed,320,0.1671,13,78.15,94.0,97.4,98.9,74.0
2665,97.14,1,Blue Discus,60,dart,353,0.1671,14,78.66,94.0,97.4,98.9,74.0
2666,96.06,1,Blue Discus,60,dart,373,0.1671,15,78.87,94.0,97.4,98.9,74.0
2667,66.65,1,Red Snapper,40,mixed,318,0.1671,16,79.28,94.0,97.4,98.9,74.0
2668,83.70,1,Slimejack,55,dart,330,0.1670,17,79.51,94.0,97.4,98.9,74.0
2669,66.55,1,Bream,35,smooth,403,0.1670,18,80.53,95.0,97.4,98.9,74.0
2670,53.43,1,Sardine,30,dart,320,0.1670,19,80.29,95.0,97.4,98.9,74.0
2671,112.24,1,Tuna,70,smooth,328,0.1670,20,80.52,95.0,97.4,98.9,74.0
2672,53.98,1,Anchovy,30,dart,323,0.1670,21,80.54,95.0,97.4,98.9,74.0
2673,54.33,1,Sunfish,30,mixed,330,0.1669,22,80.56,95.0,97.4,98.9,74.0
2674,109.32,1,Eel,70,smooth,503,0.1669,23,80.31,95.0,97.4,98.9,74.0
2675,93.02,1,Pike,60,dart,330,0.1669,24,80.68,95.0,97.4,98.9,74.0
2676,55.26,1,Sunfish,30,mixed,323,0.1669,25,80.44,95.0,97.4,98.9,74.0
2677,65.75,1,Bream,35,smooth,378,0.1668,26,80.05,95.0,97.4,98.9,74.0
2678,76.68,1,Shad,45,smooth,318,0.1668,27,80.04,95.0,97.4,98.9,74.0
2679,78.03,1,Bullhead,46,smooth,323,0.1668,28,79.52,95.0,97.4,98.9,74.0
2680,106.03,1,Squid,75,sinker,353,0.1668,29,79.82,95.0,97.4,98.9,74.1
2681,64.43,1,Sea Cucumber,40,sinker,340,0.1667,30,79.56,95.0,97.4,98.9,74.1
2682,49.56,1,Sunfish,30,mixed,313,0.1667,31,79.14,95.0,97.4,98.9,74.1
2683,53.72,1,Sardine,30,dart,323,0.1667,32,79.09,95.0,97.4,98.9,74.1
2684,56.22,1,Anchovy,30,dart,333,0.1667,33,78.39,95.0,97.4,98.9,74.1
2685,65.69,1,Sea Cucumber,40,sinker,323,0.1667,34,77.87,95.0,97.4,98.9,74.1
2686,77.29,1,Bullhead,46,smooth,318,0.1666,35,78.12,95.0,97.4,98.9,74.1
2687,52.87,1,Sardine,30,dart,323,0.1666,36,77.70,95.0,97.4,98.9,74.1
2688,109.14,1,Sturgeon,78,mixed,320,0.1666,37,77.73,95.0,97.4,98.9,74.1
2689,108.17,1,Squid,75,sinker,318,0.1666,38,77.99,95.0,97.4,98.9,74.2
2690,68.90,1,Red Snapper,40,mixed,320,0.1665,39,77.87,95.0,97.4,98.9,74.2
2691,73.87,1,Ghostfish,50,mixed,330,0.1665,40,78.89,96.0,97.4,98.9,74.2
2692,74.35,1,Rainbow Trout,45,mixed,325,0.1665,41,78.30,96.0,97.4,98.9,74.2
2693,42.79,0,Scorpion Carp,90,dart,1004,0.1665,0,78.05,96.0,97.4,98.9,74.0
2694,95.09,1,Albacore,60,mixed,320,0.1664,1,78.31,96.0,97.4,98.9,74.0
2695,136.36,1,Dorado,78,mixed,468,0.1664,2,78.37,96.0,97.4,98.9,74.1
2696,29.42,1,Carp,15,mixed,320,0.1664,3,78.91,97.0,97.4,98.9,74.1
2697,52.83,1,Sunfish,30,mixed,323,0.1664,4,79.15,97.0,97.4,98.9,74.1
2698,30.11,1,Carp,15,mixed,320,0.1663,5,78.71,97.0,97.4,98.9,74.1
2699,85.94,1,Lionfish,50,smooth,320,0.1663,6,78.89,97.0,97.4,98.9,74.1
2700,77.57,1,Rainbow Trout,45,mixed,320,0.1663,7,78.97,97.0,97.4,98.9,74.1
2701,129.58,1,Lava Eel,90,mixed,295,0.1663,8,79.10,97.0,97.4,98.9,74.2
2702,69.80,1,Red Snapper,40,mixed,323,0.1663,9,78.98,97.0,97.4,98.9,74.2
2703,95.88,1,Red Mullet,55,smooth,353,0.1662,10,79.43,97.0,97.4,98.9,74.2
2704,53.56,1,Smallmouth Bass,28,mixed,413,0.1662,11,79.34,97.0,97.4,98.9,74.2
2705,58.89,1,Chub,35,dart,325,0.1662,12,79.26,97.0,97.4,98.9,74.2
2706,104.55,1,Tuna,70,smooth,333,0.1662,13,79.77,97.0,97.4,98.9,74.2
2707,60.73,1,Chub,35,dart,330,0.1661,14,79.78,97.0,97.4,98.9,74.2
2708,76.92,1,Halibut,50,sinker,325,0.1661,15,79.93,97.0,97.4,98.9,74.2
2709,61.25,1,Sea Cucumber,40,sinker,320,0.1661,16,79.77,97.0,97.4,98.9,74.2
2710,135.87,1,Dorado,78,mixed,473,0.1661,17,80.61,97.0,97.4,98.9,74.2
2711,86.67,1,Lionfish,50,smooth,318,0.1660,18,80.08,97.0,97.4,98.9,74.2
2712,98.44,1,Albacore,60,mixed,320,0.1660,19,79.91,97.0,97.4,98.9,74.2
2713,86.41,1,Lionfish,50,smooth,318,0.1660,20,80.10,97.0,97.4,98.9,74.2
2714,116.76,1,Catfish,75,mixed,318,0.1660,21,80.45,97.0,97.4,98.9,74.3
2715,84.54,1,Woodskip,50,mixed,320,0.1659,22,80.35,97.0,97.4,98.9,74.3
2716,45.96,1,Herring,25,dart,328,0.1659,23,80.19,97.0,97.4,98.9,74.3
2717,-20.17,0,Ice Pip,85,dart,367,0.1659,0,79.12,96.0,97.4,98.9,74.1
2718,87.11,1,Tiger Trout,60,dart,325,0.1659,1,79.48,96.0,97.4,98.9,74.1
2719,139.40,1,Scorpion Carp,90,dart,573,0.1659,2,81.00,97.0,97.4,98.9,74.2
2720,55.19,1,Sunfish,30,mixed,323,0.1658,3,80.67,97.0,97.4,98.9,74.2
2721,89.51,1,Goby,55,dart,408,0.1658,4,80.76,97.0,97.4,98.9,74.2
2722,136.14,1,Void Salmon,80,mixed,558,0.1658,5,80.85,97.0,97.4,98.9,74.2
2723,93.78,1,Pike,60,dart,475,0.1658,6,80.79,97.0,97.4,98.9,74.2
2724,127.67,1,Void Salmon,80,mixed,323,0.1657,7,81.02,97.0,97.4,98.9,74.3
2725,159.14,1,Lava Eel,90,mixed,845,0.1657,8,81.82,97.0,97.4,98.9,74.3
2726,53.34,1,Sunfish,30,mixed,325,0.1657,9,81.12,97.0,97.4,98.9,74.3
2727,108.47,1,Sandfish,65,mixed,410,0.1657,10,80.56,97.0,97.4,99.0,74.3
2728,122.19,1,Pufferfish,80,floater,498,0.1656,11,80.64,97.0,97.4,99.0,74.4
2729,55.47,1,Anchovy,30,dart,333,0.1656,12,80.39,97.0,97.4,99.0,74.4
2730,120.19,1,Super Cucumber,80,sinker,310,0.1656,13,80.77,97.0,97.4,99.0,74.4
2731,85.99,1,Ghostfish,50,mixed,323,0.1656,14,80.83,97.0,97.4,99.0,74.4
2732,46.07,1,Herring,25,dart,315,0.1655,15,80.71,97.0,97.4,99.0,74.4
2733,123.33,1,Pufferfish,80,floater,548,0.1655,16,81.11,97.0,97.4,99.0,74.5
2734,69.20,1,Bream,35,smooth,440,0.1655,17,80.69,97.0,97.4,99.0,74.5
2735,31.00,1,Carp,15,mixed,335,0.1655,18,81.18,98.0,97.4,99.0,74.5
2736,102.70,1,Albacore,60,mixed,453,0.1655,19,81.59,98.0,97.4,99.0,74.5
2737,95.91,1,Red Mullet,55,smooth,353,0.1654,20,81.63,98.0,97.4,99.0,74.5
2738,54.36,1,Sunfish,30,mixed,330,0.1654,21,80.75,98.0,97.4,99.0,74.5
2739,117.51,1,Stingray,80,sinker,295,0.1654,22,80.82,98.0,97.4,99.0,74.6
2740,83.13,1,Tilapia,50,mixed,320,0.1654,23,81.13,98.0,97.4,99.0,74.6
2741,78.49,1,Ghostfish,50,mixed,320,0.1653,24,81.23,98.0,97.4,99.0,74.6
2742,121.16,1,Dorado,78,mixed,338,0.1653,25,82.11,98.0,97.4,99.0,74.6
2743,89.90,1,Tiger Trout,60,dart,390,0.1653,26,82.22,98.0,97.4,99.0,74.6
2744,57.25,1,Chub,35,dart,335,0.1653,27,81.57,98.0,97.4,99.0,74.6
2745,146.04,1,Octopus,95,sinker,358,0.1652,28,82.41,98.0,97.4,99.0,74.7
2746,76.69,1,Walleye,45,smooth,315,0.1652,29,82.13,98.0,97.4,99.0,74.7
2747,62.20,1,Chub,35,dart,330,0.1652,30,81.51,98.0,97.4,99.0,74.7
2748,87.61,1,Slimejack,55,dart,358,0.1652,31,81.90,98.0,97.4,99.0,74.7
2749,65.93,1,Sea Cucumber,40,sinker,320,0.1651,32,82.07,98.0,97.4,99.0,74.7
2750,138.16,1,Sturgeon,78,mixed,460,0.1651,33,82.33,98.0,97.4,99.0,74.7
2751,127.34,1,Lava Eel,90,mixed,318,0.1651,34,83.84,99.0,97.4,99.0,74.8
2752,90.66,1,Blue Discus,60,dart,333,0.1651,35,83.77,99.0,97.4,99.0,74.8
2753,59.32,1,Chub,35,dart,345,0.1650,36,83.81,99.0,97.4,99.0,74.8
2754,59.77,1,Perch,35,dart,330,0.1650,37,83.48,99.0,97.4,99.0,74.8
2755,109.28,1,Eel,70,smooth,333,0.1650,38,83.99,99.0,97.4,99.0,74.8
2756,67.36,1,Red Snapper,40,mixed,358,0.1650,39,83.90,99.0,97.4,99.0,74.8
2757,102.57,1,Midnight Carp,55,mixed,533,0.1650,40,84.12,99.0,97.4,99.0,74.8
2758,33.09,1,Carp,15,mixed,453,0.1649,41,82.85,99.0,97.5,99.0,74.8
2759,75.32,1,Rainbow Trout,45,mixed,320,0.1649,42,82.92,99.0,97.5,99.0,74.8
2760,52.87,1,Sunfish,30,mixed,335,0.1649,43,82.71,99.0,97.5,99.0,74.8
2761,80.15,1,Shad,45,smooth,338,0.1649,44,82.86,99.0,97.5,99.0,74.8
2762,115.89,1,Lava Eel,90,mixed,310,0.1648,45,82.66,99.0,97.5,99.0,74.8
2763,91.29,1,Albacore,60,mixed,303,0.1648,46,82.60,99.0,97.5,99.0,74.8
2764,63.59,1,Red Snapper,40,mixed,320,0.1648,47,82.27,99.0,97.5,99.0,74.8
2765,56.24,1,Sunfish,30,mixed,333,0.1648,48,81.86,99.0,97.5,99.0,74.8
2766,81.48,1,Woodskip,50,mixed,320,0.1647,49,81.71,99.0,97.5,99.0,74.8
2767,80.05,1,Woodskip,50,mixed,328,0.1647,50,81.85,99.0,97.5,99.0,74.8
2768,-30.01,0,Scorpion Carp,90,dart,282,0.1647,0,80.71,98.0,97.5,99.0,74.7
2769,110.65,1,Super Cucumber,80,sinker,368,0.1647,1,81.15,98.0,97.5,99.0,74.7
2770,61.58,1,Red Snapper,40,mixed,330,0.1646,2,81.23,98.0,97.5,99.0,74.7
2771,-11.50,0,Pufferfish,80,floater,449,0.1646,0,80.00,97.0,97.5,99.0,74.6
2772,155.12,1,Lava Eel,90,mixed,593,0.1646,1,81.01,97.0,97.5,99.0,74.6
2773,-19.67,0,Walleye,45,smooth,197,0.1646,0,80.27,96.0,97.5,98.9,74.6
2774,48.60,1,Smallmouth Bass,28,mixed,383,0.1645,1,79.66,96.0,97.5,98.9,74.6
2775,60.25,1,Perch,35,dart,365,0.1645,2,79.33,96.0,97.5,98.9,74.6
2776,96.71,1,Albacore,60,mixed,325,0.1645,3,79.75,96.0,97.5,98.9,74.6
2777,58.49,1,Chub,35,dart,318,0.1645,4,79.67,96.0,97.5,98.9,74.6
